This is the complete list of games supported by PinMAME 3.6.0.1223 [MAME 0.76] (Jan 24 2025).

This list is generated automatically and is not 100% accurate (particularly in
the Screen Flip column). Please let us know of any errors so we can correct
them.

Here are the meanings of the columns:

Working
=======
  NO: Emulation is still in progress; the game does not work correctly. This
  means anything from major problems to a black screen.

Correct Colors
==============
    YES: Colors should be identical to the original.
  CLOSE: Colors are nearly correct.
     NO: Colors are completely wrong. 
  
  Note: In some cases, the color PROMs for some games are not yet available.
  This causes a NO GOOD DUMP KNOWN message on startup (and, of course, the game
  has wrong colors). The game will still say YES in this column, however,
  because the code to handle the color PROMs has been added to the driver. When
  the PROMs are available, the colors will be correct.

Sound
=====
  PARTIAL: Sound support is incomplete or not entirely accurate. 

  Note: Some original games contain analog sound circuitry, which is difficult
  to emulate. Therefore, these emulated sounds may be significantly different.

Screen Flip
===========
  Many games were offered in cocktail-table models, allowing two players to sit
  across from each other; the game's image flips 180 degrees for each player's
  turn. Some games also have a "Flip Screen" DIP switch setting to turn the
  picture (particularly useful with vertical games).
  In many cases, this feature has not yet been emulated.

Internal Name
=============
  This is the unique name that must be used when running the game from a
  command line.

  Note: Each game's ROM set must be placed in the ROM path, either in a .zip
  file or in a subdirectory with the game's Internal Name. The former is
  suggested, because the files will be identified by their CRC instead of
  requiring specific names.

+----------------------------------+-------+-------+-------+-------+----------+
|                                  |       |Correct|       |Screen | Internal |
| Getaway: High Speed II, The (L-5C|  Yes  |  Yes  | Yes(2)|  Yes  | gw_l5c   |
| Getaway: High Speed II, The (P-C |  Yes  |  Yes  | Yes(2)|  Yes  | gw_pc    |
| Getaway: High Speed II, The (L-5)|  Yes  |  Yes  | Yes(2)|  Yes  | gw_l5    |
| Gilligan's Island (D-3 LED Ghost |  Yes  |  Yes  | Yes(2)|  Yes  | gi_d3    |
| Gilligan's Island (D-9 LED Ghost |  Yes  |  Yes  | Yes(2)|  Yes  | gi_d9    |
| Gilligan's Island (D-4 LED Ghost |  Yes  |  Yes  | Yes(2)|  Yes  | gi_d4    |
| Gilligan's Island (L-4)          |  Yes  |  Yes  | Yes(2)|  Yes  | gi_l4    |
| Gilligan's Island (L-8)          |  Yes  |  Yes  | Yes(2)|  Yes  | gi_l8    |
| Gilligan's Island (L-3)          |  Yes  |  Yes  | Yes(2)|  Yes  | gi_l3    |
| Gilligan's Island (L-9)          |  Yes  |  Yes  | Yes(2)|  Yes  | gi_l9    |
| Gilligan's Island (D-6 LED Ghost |  Yes  |  Yes  | Yes(2)|  Yes  | gi_d6    |
| Gilligan's Island (L-6)          |  Yes  |  Yes  | Yes(2)|  Yes  | gi_l6    |
| Gladiators                       |  Yes  |  Yes  | Yes(2)|  Yes  | gladiatr |
| Global Warfare                   |  Yes  |  Yes  | Yes(2)|  Yes  | gwarfare |
| Godzilla (1.00)                  |  Yes  |  Yes  |  Yes  |  Yes  | godz_100 |
| Godzilla (2.05)                  |  Yes  |  Yes  |  Yes  |  Yes  | godzilla |
| Godzilla (0.90 Prototype)        |  Yes  |  Yes  |  Yes  |  Yes  | godz_090 |
| Goin' Nuts                       |  Yes  |  Yes  | Yes(2)|  Yes  | goinnuts |
| Gold Ball (7-digit conversion)   |  Yes  |  Yes  |  Yes  |  Yes  | goldbalb |
| Gold Ball                        |  Yes  |  Yes  |  Yes  |  Yes  | goldball |
| Gold Ball (alternate set)        |  Yes  |  Yes  |  Yes  |  Yes  | goldbaln |
| Gold Ball (6/7-digit alternate se|  Yes  |  Yes  |  Yes  |  Yes  | goldbalc |
| Gold Mine (Shuffle) (L-2)        |  Yes  |  Yes  | Yes(2)|  Yes  | gmine_l2 |
| Gold Wings (French Free Play)    |  Yes  |  Yes  | Yes(2)|  Yes  | gldwgffp |
| Gold Wings (French)              |  Yes  |  Yes  | Yes(2)|  Yes  | gldwingf |
| Gold Wings (German)              |  Yes  |  Yes  | Yes(2)|  Yes  | gldwingg |
| Gold Wings (German Free Play)    |  Yes  |  Yes  | Yes(2)|  Yes  | gldwggfp |
| Gold Wings (Free Play)           |  Yes  |  Yes  | Yes(2)|  Yes  | goldwgfp |
| Gold Wings                       |  Yes  |  Yes  | Yes(2)|  Yes  | goldwing |
| Golden Cue (0.04 Prototype)      |  Yes  |  Yes  |  Yes  |  Yes  | goldcue  |
| Golden Game (Bingo)              |   No  |  Yes  |  Yes  |  Yes  | goldgame |
| Golden Game Bingo New (Bingo)    |   No  |  Yes  |  Yes  |  Yes  | goldgnew |
| Golden Game Bingo Stake 6/10 (Bin|   No  |  Yes  |  Yes  |  Yes  | goldgstake |
| Golden Game Kit 1 Generation (Bin|   No  |  Yes  |  Yes  |  Yes  | goldgkit1 |
| Golden Game Kit Bingo Stake 6/10 |   No  |  Yes  |  Yes  |  Yes  | goldgam2 |
| Golden Gate (set 1) (Bingo)      |   No  |  Yes  |  Yes  |  Yes  | ggate    |
| Golden Gate (set 2) (Bingo)      |   No  |  Yes  |  Yes  |  Yes  | ggatea   |
| Goldeneye                        |  Yes  |  Yes  |  Yes  |  Yes  | gldneye  |
| Goofy Hoops (Redemption)         |  Yes  |  Yes  |  Yes  |  Yes  | ghv101   |
| Gorgar (L-1)                     |  Yes  |  Yes  | Yes(2)|  Yes  | grgar_l1 |
| Gorgar (T-1 Ted Estes)           |  Yes  |  Yes  | Yes(2)|  Yes  | grgar_t1 |
| Gorgar (L-1 Free Play Fix)       |  Yes  |  Yes  | Yes(2)|  Yes  | grgar_l1ff |
| Gorgar (C-1 Lane Change MOD)     |  Yes  |  Yes  | Yes(2)|  Yes  | grgar_c1 |
| Gorgar (T-1 Ted Estes, Free Play |  Yes  |  Yes  | Yes(2)|  Yes  | grgar_t1ff |
| Gork                             |  Yes  |  Yes  | Yes(2)|  Yes  | gork     |
| Grand 8, Le                      |  Yes  |  Yes  |Partial|  Yes  | grand8   |
| Grand Lizard (L-4)               |  Yes  |  Yes  | Yes(2)|  Yes  | grand_l4 |
| Grand Lizard (L-1)               |  Yes  |  Yes  | Yes(2)|  Yes  | grand_l1 |
| Grand Lizard (L-3)               |  Yes  |  Yes  | Yes(2)|  Yes  | grand_l3 |
| Grand Prix (3.40 Italian)        |  Yes  |  Yes  |  Yes  |  Yes  | gpr340i  |
| Grand Prix (3.40 French)         |  Yes  |  Yes  |  Yes  |  Yes  | gpr340f  |
| Grand Prix (3.40 Spanish)        |  Yes  |  Yes  |  Yes  |  Yes  | gpr340l  |
| Grand Prix (3.40 German)         |  Yes  |  Yes  |  Yes  |  Yes  | gpr340g  |
| Grand Prix (3.40)                |  Yes  |  Yes  |  Yes  |  Yes  | gpr340   |
| Grand Prix (4.50)                |  Yes  |  Yes  |  Yes  |  Yes  | gprix    |
| Grand Prix (3.01)                |  Yes  |  Yes  |  Yes  |  Yes  | gpr301   |
| Grand Prix (3.50 Italian)        |  Yes  |  Yes  |  Yes  |  Yes  | gpr350i  |
| Grand Prix (3.50 French)         |  Yes  |  Yes  |  Yes  |  Yes  | gpr350f  |
| Grand Prix (4.50 German)         |  Yes  |  Yes  |  Yes  |  Yes  | gprixg   |
| Grand Prix (4.50 Spanish)        |  Yes  |  Yes  |  Yes  |  Yes  | gprixl   |
| Grand Prix (4.50 French)         |  Yes  |  Yes  |  Yes  |  Yes  | gprixf   |
| Grand Prix (4.50 Italian)        |  Yes  |  Yes  |  Yes  |  Yes  | gprixi   |
| Grand Prix (4.00)                |  Yes  |  Yes  |  Yes  |  Yes  | gpr400   |
| Grand Prix (4.00 German)         |  Yes  |  Yes  |  Yes  |  Yes  | gpr400g  |
| Grand Prix (3.50 Spanish)        |  Yes  |  Yes  |  Yes  |  Yes  | gpr350l  |
| Grand Prix (3.50 German)         |  Yes  |  Yes  |  Yes  |  Yes  | gpr350g  |
| Grand Prix (4.00 Spanish)        |  Yes  |  Yes  |  Yes  |  Yes  | gpr400l  |
| Grand Prix (4.00 French)         |  Yes  |  Yes  |  Yes  |  Yes  | gpr400f  |
| Grand Prix (3.01 German)         |  Yes  |  Yes  |  Yes  |  Yes  | gpr301g  |
| Grand Prix (3.01 Spanish)        |  Yes  |  Yes  |  Yes  |  Yes  | gpr301l  |
| Grand Prix (4.00 Italian)        |  Yes  |  Yes  |  Yes  |  Yes  | gpr400i  |
| Grand Prix (3.52)                |  Yes  |  Yes  |  Yes  |  Yes  | gpr352   |
| Grand Prix (3.52 German)         |  Yes  |  Yes  |  Yes  |  Yes  | gpr352g  |
| Grand Prix (3.01 Italian)        |  Yes  |  Yes  |  Yes  |  Yes  | gpr301i  |
| Grand Prix (3.50)                |  Yes  |  Yes  |  Yes  |  Yes  | gpr350   |
| Grand Prix (3.52 Italian)        |  Yes  |  Yes  |  Yes  |  Yes  | gpr352i  |
| Grand Prix (3.52 French)         |  Yes  |  Yes  |  Yes  |  Yes  | gpr352f  |
| Grand Prix (3.01 French)         |  Yes  |  Yes  |  Yes  |  Yes  | gpr301f  |
| Grand Prix (3.52 Spanish)        |  Yes  |  Yes  |  Yes  |  Yes  | gpr352l  |
| Grand Slam (Free Play)           |  Yes  |  Yes  |  Yes  |  Yes  | granslaa |
| Grand Slam (4 Players)           |  Yes  |  Yes  |  Yes  |  Yes  | gransla4 |
| Grand Slam                       |  Yes  |  Yes  |  Yes  |  Yes  | granslam |
| Grand Slam (4 Players Free Play) |  Yes  |  Yes  |  Yes  |  Yes  | gransl4a |
| Granny and the Gators (Video/Pinb|  Yes  |  Yes  |  Yes  |  Yes  | granny   |
| Gun Shot                         |  Yes  |  Yes  |  Yes  |  Yes  | gunshot  |
| Guns N' Roses (3.00 Dutch)       |  Yes  |  Yes  |  Yes  |  Yes  | gnr_300d |
| Guns N' Roses (3.00)             |  Yes  |  Yes  |  Yes  |  Yes  | gnr_300  |
| Guns N' Roses (3.00 French)      |  Yes  |  Yes  |  Yes  |  Yes  | gnr_300f |
| Halley Comet                     |  Yes  |  Yes  |  Yes  |  Yes  | halley   |
| Halley Comet (alternate set 2)   |  Yes  |  Yes  |  Yes  |  Yes  | halleyb  |
| Halley Comet (alternate set)     |  Yes  |  Yes  |  Yes  |  Yes  | halleya  |
| Hang-On                          |  Yes  |  Yes  |  Yes  |  Yes  | hangon   |
| Hardbody (rev. D)                |  Yes  |  Yes  |  Yes  |  Yes  | hardbdyd |
| Hardbody (rev. C)                |  Yes  |  Yes  |  Yes  |  Yes  | hardbody |
| Hardbody (German rev. B)         |  Yes  |  Yes  |  Yes  |  Yes  | hardbdyg |
| Harlem Globetrotters (7-digit con|  Yes  |  Yes  | Yes(2)|  Yes  | hglbtrtb |
| Harlem Globetrotters             |  Yes  |  Yes  | Yes(2)|  Yes  | hglbtrtr |
| Harley-Davidson (Stern, 1.08)    |  Yes  |  Yes  |  Yes  |  Yes  | harl_a18 |
| Harley-Davidson (L-3)            |  Yes  |  Yes  | Yes(2)|  Yes  | hd_l3    |
| Harley-Davidson (D-2 LED Ghost Fi|  Yes  |  Yes  | Yes(2)|  Yes  | hd_d2    |
| Harley-Davidson (Stern, 3.00)    |  Yes  |  Yes  |  Yes  |  Yes  | harl_a30 |
| Harley-Davidson (Stern, 1.08 Fren|  Yes  |  Yes  |  Yes  |  Yes  | harl_f18 |
| Harley-Davidson (L-2)            |  Yes  |  Yes  | Yes(2)|  Yes  | hd_l2    |
| Harley-Davidson (Stern, 4.00)    |  Yes  |  Yes  |  Yes  |  Yes  | harl_a40 |
| Harley-Davidson (Stern, 1.08 Ital|  Yes  |  Yes  |  Yes  |  Yes  | harl_i18 |
| Harley-Davidson (D-3 LED Ghost Fi|  Yes  |  Yes  | Yes(2)|  Yes  | hd_d3    |
| Harley-Davidson (Stern, 4.00 Fren|  Yes  |  Yes  |  Yes  |  Yes  | harl_f40 |
| Harley-Davidson (Stern, 4.00 Germ|  Yes  |  Yes  |  Yes  |  Yes  | harl_g40 |
| Harley-Davidson (D-1 LED Ghost Fi|  Yes  |  Yes  | Yes(2)|  Yes  | hd_d1    |
| Harley-Davidson (Sega, 1.03 Spani|  Yes  |  Yes  |  Yes  |  Yes  | harl_l13 |
| Harley-Davidson (Sega, 1.03 Itali|  Yes  |  Yes  |  Yes  |  Yes  | harl_i13 |
| Harley-Davidson (Sega, 1.03 Germa|  Yes  |  Yes  |  Yes  |  Yes  | harl_g13 |
| Harley-Davidson (Sega, 1.03 Frenc|  Yes  |  Yes  |  Yes  |  Yes  | harl_f13 |
| Harley-Davidson (Sega, 1.03 Engli|  Yes  |  Yes  |  Yes  |  Yes  | harl_u13 |
| Harley-Davidson (Sega, 1.03, Disp|  Yes  |  Yes  |  Yes  |  Yes  | harl_a13 |
| Harley-Davidson (Sega, 1.03, Disp|  Yes  |  Yes  |  Yes  |  Yes  | harl_a10 |
| Harley-Davidson (Stern, 1.08 Germ|  Yes  |  Yes  |  Yes  |  Yes  | harl_g18 |
| Harley-Davidson (L-1)            |  Yes  |  Yes  | Yes(2)|  Yes  | hd_l1    |
| Harley-Davidson (Stern, 4.00 Ital|  Yes  |  Yes  |  Yes  |  Yes  | harl_i40 |
| Harley-Davidson (Stern, 4.00 Span|  Yes  |  Yes  |  Yes  |  Yes  | harl_l40 |
| Harley-Davidson (Stern, 3.00 Fren|  Yes  |  Yes  |  Yes  |  Yes  | harl_f30 |
| Harley-Davidson (Stern, 3.00 Germ|  Yes  |  Yes  |  Yes  |  Yes  | harl_g30 |
| Harley-Davidson (Stern, 3.00 Ital|  Yes  |  Yes  |  Yes  |  Yes  | harl_i30 |
| Harley-Davidson (Stern, 3.00 Span|  Yes  |  Yes  |  Yes  |  Yes  | harl_l30 |
| Harley-Davidson (Stern, 1.08 Span|  Yes  |  Yes  |  Yes  |  Yes  | harl_l18 |
| Haunted Hotel                    |  Yes  |  Yes  |  Yes  |  Yes  | hhotel   |
| Haunted House (rev. 2, 7-digit co|  Yes  |  Yes  | Yes(2)|  Yes  | hh7      |
| Haunted House (rev. 4 unofficial |  Yes  |  Yes  | Yes(2)|  Yes  | hh_4b    |
| Haunted House (rev. 4 unofficial |  Yes  |  Yes  | Yes(2)|  Yes  | hh_4a    |
| Haunted House (rev. 1)           |  Yes  |  Yes  | Yes(2)|  Yes  | hh_1     |
| Haunted House (rev. 3 unofficial |  Yes  |  Yes  | Yes(2)|  Yes  | hh_3     |
| Haunted House (rev. 4 unofficial |  Yes  |  Yes  | Yes(2)|  Yes  | hh_4     |
| Haunted House (rev. 3 unofficial |  Yes  |  Yes  | Yes(2)|  Yes  | hh_3b    |
| Haunted House (rev. 2)           |  Yes  |  Yes  | Yes(2)|  Yes  | hh       |
| Haunted House (rev. 3 unofficial |  Yes  |  Yes  | Yes(2)|  Yes  | hh_3a    |
| Hawkman (alternate set)          |  Yes  |  Yes  | Yes(2)|  Yes  | hawkman1 |
| Hawkman                          |  Yes  |  Yes  | Yes(2)|  Yes  | hawkman  |
| Hearts & Spades                  |  Yes  |  Yes  |  Yes  |  Yes  | heartspd |
| Heavy Metal                      |  Yes  |  Yes  |Partial|  Yes  | heavymtl |
| Heavy Metal Meltdown             |  Yes  |  Yes  |  Yes  |  Yes  | hvymetal |
| Heavy Metal Meltdown (German)    |  Yes  |  Yes  |  Yes  |  Yes  | hvymetag |
| Hercules                         |  Yes  |  Yes  |  Yes  |  Yes  | hercules |
| High Roller Casino (3.00 German) |  Yes  |  Yes  |  Yes  |  Yes  | hirol_g3 |
| High Roller Casino (3.00)        |  Yes  |  Yes  |  Yes  |  Yes  | hirolcas |
| High Roller Casino (2.10 German) |  Yes  |  Yes  |  Yes  |  Yes  | hirol_gr |
| High Roller Casino (3.00 TEST BUI|  Yes  |  Yes  |  Yes  |  Yes  | hirolcat |
| High Roller Casino (3.00 Italian)|  Yes  |  Yes  |  Yes  |  Yes  | hirol_it |
| High Roller Casino (3.00 French) |  Yes  |  Yes  |  Yes  |  Yes  | hirol_fr |
| High Roller Casino (2.10)        |  Yes  |  Yes  |  Yes  |  Yes  | hirol210 |
| High Speed (L-4)                 |  Yes  |  Yes  | Yes(2)|  Yes  | hs_l4    |
| High Speed (L-4C Competition MOD)|  Yes  |  Yes  | Yes(2)|  Yes  | hs_l4c   |
| High Speed (L-3)                 |  Yes  |  Yes  | Yes(2)|  Yes  | hs_l3    |
| Hoe Down                         |  Yes  |  Yes  |  Yes  |  Yes  | hoedown  |
| Hollywood Heat (Free Play)       |  Yes  |  Yes  | Yes(2)|  Yes  | hlywdhfp |
| Hollywood Heat (French Free Play)|  Yes  |  Yes  | Yes(2)|  Yes  | hlywhffp |
| Hollywood Heat                   |  Yes  |  Yes  | Yes(2)|  Yes  | hlywoodh |
| Hollywood Heat (German Free Play)|  Yes  |  Yes  | Yes(2)|  Yes  | hlywhgfp |
| Hollywood Heat (German)          |  Yes  |  Yes  | Yes(2)|  Yes  | hlywodhg |
| Hollywood Heat (French)          |  Yes  |  Yes  | Yes(2)|  Yes  | hlywodhf |
| Hook (4.01, French Display 4.01) |  Yes  |  Yes  |  Yes  |  Yes  | hook_f401 |
| Hook (4.04)                      |  Yes  |  Yes  |  Yes  |  Yes  | hook_404 |
| Hook (4.06 English)              |  Yes  |  Yes  |  Yes  |  Yes  | hook_e406 |
| Hook (4.01, Display 4.00)        |  Yes  |  Yes  |  Yes  |  Yes  | hook_400 |
| Hook (4.08)                      |  Yes  |  Yes  |  Yes  |  Yes  | hook_408 |
| Hook (5.00 unofficial MOD)       |  Yes  |  Yes  |  Yes  |  Yes  | hook_500 |
| Hook (5.01 unofficial MOD)       |  Yes  |  Yes  |  Yes  |  Yes  | hook_501 |
| Hook (4.01 with Prototype Sound) |  Yes  |  Yes  |  Yes  |  Yes  | hook_401p |
| Hook (4.01)                      |  Yes  |  Yes  |  Yes  |  Yes  | hook_401 |
| Hoops                            |  Yes  |  Yes  | Yes(2)|  Yes  | hoops    |
| Hot Doggin                       |  Yes  |  Yes  |  Yes  |  Yes  | hotdoggn |
| Hot Doggin (modified rules rev. 2|  Yes  |  Yes  |  Yes  |  Yes  | hotdogga |
| Hot Doggin (7-digit conversion)  |  Yes  |  Yes  |  Yes  |  Yes  | hotdoggb |
| Hot Fire Birds                   |  Yes  |  Yes  |  Yes  |  Yes  | firebird |
| Hot Hand                         |  Yes  |  Yes  | Yes(2)|  Yes  | hothand  |
| Hot Hand (Free Play)             |  Yes  |  Yes  | Yes(2)|  Yes  | hothanfp |
| Hot Shot Basketball (P-8 Prototyp|  Yes  |  Yes  | Yes(2)|  Yes  | hshot_p8 |
| Hot Shot Basketball (P-9 LED Ghos|  Yes  |  Yes  | Yes(2)|  Yes  | hshot_p9 |
| Hot Shots (German)               |  Yes  |  Yes  | Yes(2)|  Yes  | hotshotg |
| Hot Shots (French)               |  Yes  |  Yes  | Yes(2)|  Yes  | hotshotf |
| Hot Shots                        |  Yes  |  Yes  | Yes(2)|  Yes  | hotshots |
| Hot Shots (French Free Play)     |  Yes  |  Yes  | Yes(2)|  Yes  | hotshffp |
| Hot Shots (Free Play)            |  Yes  |  Yes  | Yes(2)|  Yes  | hotshtfp |
| Hot Shots (German Free Play)     |  Yes  |  Yes  | Yes(2)|  Yes  | hotshgfp |
| Hot Tip (L-1)                    |  Yes  |  Yes  |  Yes  |  Yes  | httip_l1 |
| Hot Wheels (Free Play)           |  Yes  |  Yes  |Partial|  Yes  | hotwheelf |
| Hot Wheels                       |  Yes  |  Yes  |Partial|  Yes  | hotwheel |
| House of Diamonds                |  Yes  |  Yes  |  Yes  |  Yes  | hod      |
| House of Diamonds (Free Play)    |  Yes  |  Yes  |  Yes  |  Yes  | hodf     |
| Howzat                           |  Yes  |  Yes  |  Yes  |  Yes  | howzat   |
| Hurricane (D-2 LED Ghost Fix)    |  Yes  |  Yes  | Yes(2)|  Yes  | hurr_d2  |
| Hurricane (L-2)                  |  Yes  |  Yes  | Yes(2)|  Yes  | hurr_l2  |
| Hustler                          |  Yes  |  Yes  |  Yes  |  Yes  | hustler  |
| HyperBall (L-2)                  |  Yes  |  Yes  | Yes(2)|  Yes  | hypbl_l2 |
| HyperBall (L-3)                  |  Yes  |  Yes  | Yes(2)|  Yes  | hypbl_l3 |
| HyperBall (L-4)                  |  Yes  |  Yes  | Yes(2)|  Yes  | hypbl_l4 |
| HyperBall (L-5 MOD High score sav|  Yes  |  Yes  | Yes(2)|  Yes  | hypbl_l5 |
| HyperBall (L-6 MOD High score sav|  Yes  |  Yes  | Yes(2)|  Yes  | hypbl_l6 |
| ID4: Independence Day (2.01)     |  Yes  |  Yes  |  Yes  |  Yes  | id4_201  |
| ID4: Independence Day (2.02 Frenc|  Yes  |  Yes  |  Yes  |  Yes  | id4f     |
| ID4: Independence Day (2.01 Frenc|  Yes  |  Yes  |  Yes  |  Yes  | id4_201f |
| ID4: Independence Day (2.02)     |  Yes  |  Yes  |  Yes  |  Yes  | id4      |
| Ice Cold Beer (Free Play)        |   No  |  Yes  |  Yes  |  Yes  | icecoldf |
| Ice Cold Beer                    |   No  |  Yes  |  Yes  |  Yes  | icecold  |
| Ice Fever                        |  Yes  |  Yes  | Yes(2)|  Yes  | icefever |
| Ice Mania                        |  Yes  |  Yes  |  Yes  |  Yes  | icemania |
| Incredible Hulk, The             |  Yes  |  Yes  | Yes(2)|  Yes  | hulk     |
| Indiana Jones (V1.14 German)     |  Yes  |  Yes  |  Yes  |  Yes  | ij4_114g |
| Indiana Jones (V1.13)            |  Yes  |  Yes  |  Yes  |  Yes  | ij4_113  |
| Indiana Jones (V1.14 Italian)    |  Yes  |  Yes  |  Yes  |  Yes  | ij4_114i |
| Indiana Jones (V1.14 Spanish)    |  Yes  |  Yes  |  Yes  |  Yes  | ij4_114l |
| Indiana Jones (V1.16)            |  Yes  |  Yes  |  Yes  |  Yes  | ij4_116  |
| Indiana Jones (V1.13 French)     |  Yes  |  Yes  |  Yes  |  Yes  | ij4_113f |
| Indiana Jones (V1.14)            |  Yes  |  Yes  |  Yes  |  Yes  | ij4_114  |
| Indiana Jones (V1.13 Spanish)    |  Yes  |  Yes  |  Yes  |  Yes  | ij4_113l |
| Indiana Jones (V1.16 French)     |  Yes  |  Yes  |  Yes  |  Yes  | ij4_116f |
| Indiana Jones (V1.16 German)     |  Yes  |  Yes  |  Yes  |  Yes  | ij4_116g |
| Indiana Jones (V1.16 Italian)    |  Yes  |  Yes  |  Yes  |  Yes  | ij4_116i |
| Indiana Jones (V1.16 Spanish)    |  Yes  |  Yes  |  Yes  |  Yes  | ij4_116l |
| Indiana Jones (V1.13 German)     |  Yes  |  Yes  |  Yes  |  Yes  | ij4_113g |
| Indiana Jones (V2.1)             |  Yes  |  Yes  |  Yes  |  Yes  | ij4_210  |
| Indiana Jones (V2.1 French)      |  Yes  |  Yes  |  Yes  |  Yes  | ij4_210f |
| Indiana Jones (V1.14 French)     |  Yes  |  Yes  |  Yes  |  Yes  | ij4_114f |
| Indiana Jones (V1.13 Italian)    |  Yes  |  Yes  |  Yes  |  Yes  | ij4_113i |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_p2    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_d4    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_dg7   |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_l5    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_l4    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_h1    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_i1    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_lg7   |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_d3    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_l6    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_d6    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_l3    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_l7    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_d5    |
| Indiana Jones: The Pinball Advent|  Yes  |  Yes  | Yes(2)|  Yes  | ij_d7    |
| Indianapolis 500 (1.0R)          |  Yes  |  Yes  | Yes(2)|  Yes  | i500_10r |
| Indianapolis 500 (1.1 Belgian)   |  Yes  |  Yes  | Yes(2)|  Yes  | i500_11b |
| Indianapolis 500 (1.1R)          |  Yes  |  Yes  | Yes(2)|  Yes  | i500_11r |
| Io Moon                          |   No  |  Yes  |  Yes  |  Yes  | iomoon   |
| Iron Balls                       |  Yes  |  Yes  |  Yes  |  Yes  | ironball |
| Iron Maiden                      |  Yes  |  Yes  | Yes(2)|  Yes  | ironmaid |
| Iron Maiden (Free Play)          |  Yes  |  Yes  | Yes(2)|  Yes  | ironmafp |
| Iron Man (V1.4)                  |  Yes  |  Yes  |  Yes  |  Yes  | im_140   |
| Iron Man (V1.86)                 |  Yes  |  Yes  |  Yes  |  Yes  | im_186   |
| Iron Man (V1.85)                 |  Yes  |  Yes  |  Yes  |  Yes  | im_185   |
| Iron Man (V1.81)                 |  Yes  |  Yes  |  Yes  |  Yes  | im_181   |
| Iron Man (V1.6)                  |  Yes  |  Yes  |  Yes  |  Yes  | im_160   |
| Iron Man (V1.83)                 |  Yes  |  Yes  |  Yes  |  Yes  | im_183   |
| Iron Man (V1.0)                  |  Yes  |  Yes  |  Yes  |  Yes  | im_100   |
| Iron Man (V1.82)                 |  Yes  |  Yes  |  Yes  |  Yes  | im_182   |
| Iron Man (V1.2)                  |  Yes  |  Yes  |  Yes  |  Yes  | im_120   |
| Iron Man (V1.1)                  |  Yes  |  Yes  |  Yes  |  Yes  | im_110   |
| Iron Man Vault Edition (V1.85)   |  Yes  |  Yes  |  Yes  |  Yes  | im_185ve |
| Iron Man Vault Edition (V1.86)   |  Yes  |  Yes  |  Yes  |  Yes  | im_186ve |
| Iron Man Vault Edition (V1.83)   |  Yes  |  Yes  |  Yes  |  Yes  | im_183ve |
| Jack*Bot (0.4A Prototype)        |  Yes  |  Yes  | Yes(2)|  Yes  | jb_04a   |
| Jack*Bot (1.01B Belgian/Canadian |  Yes  |  Yes  | Yes(2)|  Yes  | jb_101b  |
| Jack*Bot (1.0R)                  |  Yes  |  Yes  | Yes(2)|  Yes  | jb_10r   |
| Jack*Bot (1.01R LED Ghost Fix)   |  Yes  |  Yes  | Yes(2)|  Yes  | jb_101r  |
| Jack*Bot (1.0B Belgian/Canadian) |  Yes  |  Yes  | Yes(2)|  Yes  | jb_10b   |
| Jacks to Open                    |  Yes  |  Yes  | Yes(2)|  Yes  | jack2opn |
| James Bond (Timed Play)          |  Yes  |  Yes  | Yes(2)|  Yes  | jamesb   |
| James Bond (3/5-Ball)            |  Yes  |  Yes  | Yes(2)|  Yes  | jamesb2  |
| James Bond (Timed Play, 7-digit c|  Yes  |  Yes  | Yes(2)|  Yes  | jamesb7  |
| James Bond (3/5-Ball, 7-digit con|  Yes  |  Yes  | Yes(2)|  Yes  | jamesb7b |
| Johnny Mnemonic (1.2B Belgian)   |  Yes  |  Yes  | Yes(2)|  Yes  | jm_12b   |
| Johnny Mnemonic (1.2R)           |  Yes  |  Yes  | Yes(2)|  Yes  | jm_12r   |
| Johnny Mnemonic (0.5R Prototype) |  Yes  |  Yes  | Yes(2)|  Yes  | jm_05r   |
| Joker Poker                      |  Yes  |  Yes  | Yes(2)|  Yes  | jokrpokr |
| Jokerz (L-6)                     |  Yes  |  Yes  |Part(2)|  Yes  | jokrz_l6 |
